file_name,question,options,answer,explanation,value
C2_alternatives.json,My uncle runs his own business. He _______ it by himself.,"['operates', 'supervises', 'manages', 'handles']",3,"""Manages"" means to be in charge of a business or organization. It fits the context of running a business by oneself.",0
C2_alternatives.json,I was advanced from the rank of Captain. I was _______ to Major.,"['promoted', 'demoted', 'transferred', 'dismissed']",1,"""Promoted"" means being raised to a higher rank or position. In this context, it means advancing from Captain to Major.",0
C2_alternatives.json,"When my father became 65 years old, he stopped working. He _______ from his profession.","['resigned', 'retired', 'quit', 'vacated']",2,"""Retired"" means to stop working, typically due to reaching a certain age. It fits the context of stopping work at",0
C2_alternatives.json,Mr. Holmes devoted his entire life to the practice of law. He was a _______ man.,"['indifferent', 'casual', 'dedicated', 'uninterested']",3,"""Dedicated"" means committed to a task or purpose. It fits the description of someone who devoted their entire life to a profession.",0
C2_alternatives.json,Chickens and pigs are _______ on farms.,"['raised', 'planted', 'caught', 'built']",1,"""Raised"" means to take care of and breed animals. It fits the context of chickens and pigs being bred on farms.",0
C2_alternatives.json,Butter and cheese are _______ here from dairy farms.,"['grown', 'shipped', 'picked', 'built']",2,"""Shipped"" means to transport goods. It fits the context of butter and cheese being transported from dairy farms.",0
C2_alternatives.json,Cows must be _______ every day.,"['harvested', 'collected', 'milked', 'stored']",3,"""Milked"" refers to the process of extracting milk from cows. It fits the context of daily farm chores.",0
C2_alternatives.json,Wheat and corn are _______ in this flat country.,"['harvested', 'built', 'picked', 'grown']",4,"""Grown"" means to cultivate plants. It fits the context of wheat and corn being cultivated in a flat country.",0
C2_alternatives.json,Trees have to be _______ to make room for farms in the valley.,"['planted', 'watered', 'cut down', 'picked']",3,"""Cut down"" means to fell trees. It fits the context of clearing land for farming.",0
C2_alternatives.json,"In the spring, the fields are _______ by the farmers","['watered', 'plowed', 'picked', 'built']",2,"""Plowed"" means to turn over the soil to prepare it for planting. It fits the context of springtime farming activities.",0
C2_alternatives.json,Male and female workers are _______ in a factory.,"['picked', 'watered', 'grown', 'employed']",4,"""Employed"" means to hire workers. It fits the context of a factory employing both male and female workers.",0
C2_alternatives.json,Automobiles are _______ in industrial areas.,"['manufactured', 'planted', 'picked', 'stored']",1,"""Manufactured"" means to make products, especially on a large scale using machinery. It fits the context of automobiles being produced in industrial areas.",0
C2_alternatives.json,WRC went _______ the air two hours ago. They are no longer broadcasting.,"['off', 'from', 'out', 'away']",1,"""Off"" the air means that the radio or TV station has stopped broadcasting.",0
C2_alternatives.json,The radio station comes _______ the air at 6 a.m.,"['in', 'on', 'at', 'from']",2,"""On"" the air means that the radio or TV station starts broadcasting.",0
C2_alternatives.json,I’m accustomed _______ listening to the weather report every morning.,"['for', 'at', 'to', 'with']",3,"""Accustomed to"" means being used to something. In this context, it means regularly listening to the weather report.",0
C2_alternatives.json,I’m in the habit _______ watching the eleven o’clock news on TV.,"['at', 'for', 'of', 'to']",3,"""In the habit of"" means regularly doing something. In this context, it means regularly watching the news.",0
C2_alternatives.json,Please plug _______ the toaster.,"['out', 'off', 'on', 'in']",4,"""Plug in"" means to connect an electrical appliance to a power source.",0
C2_alternatives.json,Let Bill look _______ your TV to see if he can fix it.,"['on', 'for', 'at', 'to']",3,"""Look at"" means to examine something. In this context, it means to check the TV for issues.",0
C2_alternatives.json,Did you tune _______ your TV in time to hear the President’s speech?,"['out', 'in', 'up', 'down']",2,"""Tune in"" means to adjust a radio or TV to receive a broadcast.",0
C2_alternatives.json,I can’t seem to find _______ what’s wrong with my phonograph.,"['out', 'up', 'over', 'at']",1,"""Find out"" means to discover or learn something.",0
C2_alternatives.json,Please turn the radio _______ . It’s too low.,"['up', 'out', 'in', 'over']",1,"""Turn up"" means to increase the volume.",0
C2_alternatives.json,Please turn the radio _______. It’s too loud.,"['off', 'down', 'out', 'up']",2,"""Turn down"" means to decrease the volume.",0
C2_alternatives.json,I’m looking _______ an outlet for my TV. Is there one near the window?,"['at', 'on', 'for', 'in']",3,"""Looking for"" means trying to find something.",0
C2_alternatives.json,Do you subscribe _______ a TV guide?,"['for', 'at', 'in', 'to']",4,"""Subscribe to"" means to arrange to receive something regularly, such as a publication.",0
C2_alternatives.json,Is the TV guide put _______ every week or every month?,"['out', 'in', 'on', 'up']",1,"""Put out"" means to publish or release something.",0
C2_alternatives.json,What kind _______ radio is that? Is it a portable model?,"['in', 'of', 'for', 'at']",2,"""Kind of"" is used to ask about the type or category of something.",0
C2_alternatives.json,I watch the late movie _______ TV almost every night.,"['on', 'at', 'in', 'to']",1,"""On TV"" means being broadcast or viewed on television.",0
C2_alternatives.json,I can’t hear the music because _______ the static.,"['to', 'from', 'with', 'of']",4,"""Because of"" indicates the reason for something.",0
C2_alternatives.json,"According _______ the weather report, it’s going to rain today.","['at', 'on', 'to', 'with']",3,"""According to"" is used to indicate the source of information.",0
C2_alternatives.json,I don’t know what's wrong _______ my TV set.,"['with', 'at', 'on', 'in']",1,"""Wrong with"" indicates a problem or issue with something.",0
C2_alternatives.json,A portable model can be moved _______ room to room.,"['in', 'from', 'to', 'at']",2,"""From"" indicates the starting point of movement. In this context, it means moving from one room to another.",0
C2_alternatives.json,What's _______ following the news and weather?,"['on', 'at', 'in', 'to']",1,"""On"" indicates what is being broadcast or shown on television or radio.",0
C2_alternatives.json,A portable TV can be moved from room to room. It is not a _______,"['', 'console', '', 'set']",2,"""Console"" refers to a large TV set that is typically stationary and not easily moved, unlike a portable TV.",0
C2_alternatives.json,This program is recorded. It is not _______,"['', 'live', '', 'pre-recorded']",2,"""Live"" refers to a program being broadcast in real-time. In this context, the program is recorded, not live.",0
C2_alternatives.json,A transmitter sends messages. It does not _______ them.,"['receive', 'intercept', 'create', 'deliver']",1,"""Receive"" refers to accepting or taking in messages. A transmitter sends messages, while a receiver receives them.",0
C2_alternatives.json,A local broadcast can be seen only within the city. It is not a _______ presentation.,"['', 'national', '', 'network']",4,"""Network"" refers to a system of interconnected broadcasting stations that cover a larger area, often nationwide. A local broadcast is limited to a specific area.",0
C2_alternatives.json,I asked the repairman to fix my TV. I did not ask him to _______ it.,"['break', 'replace', 'inspect', 'clean']",1,"""Break"" means to damage or destroy. The opposite of fixing is breaking, which is what the repairman was not asked to do.",0
C2_alternatives.json,There is too much static on this station. I cannot hear the music because of the _______,"['', 'noise', 'interference', 'distortion']",3,"""Interference"" refers to the disruption of a signal, causing static or poor reception. It fits the context of not being able to hear the music clearly.",0
C2_alternatives.json,The amateur radio operator must transmit on a special _______ so that he does not interfere with the commercial stations.,"['', 'frequency', 'channel', 'bandwidth']",2,"""Frequency"" refers to the specific wavelength used for transmitting signals. Using a special frequency prevents interference with commercial stations.",0
A2_alternatives.json,"I'd like a _______ of milk, please","['cup', 'mind', 'glass', 'left']",3,"""Glass"" is the correct option because it is common to ask for a glass of milk. ""Cup"" is typically used for hot beverages like tea or coffee.",0
A2_alternatives.json,Would you like _______ ice cream?,"['busy', 'some', 'matter', 'either']",2,"""Some"" is the correct option as it is used to offer or ask for an indefinite quantity of something.",0
A2_alternatives.json,_______ one do you want?,"['which', 'glass', 'busy', 'rather']",1,"""Which"" is the correct option because it is used to ask about one or more items from a definite set.",0
A2_alternatives.json,Two or three of those men _______ familiar,"['look', 'left', 'busy', 'some']",1,"""Look"" is the correct option because it fits the sentence structure indicating the appearance of familiarity.",0
A2_alternatives.json,I'd _______ have some lemonade,"['some', 'left', 'either', 'rather']",4,"""Rather"" is the correct option because it expresses a preference.",0
A2_alternatives.json,If you don't _______ I'd rather have some coffee,"['matter', 'busy', 'mind', 'left']",3,"""Mind"" is the correct option as it is used to ask if someone has an objection.",0
A2_alternatives.json,Who is that short man on the _______ ?,"['busy', 'either', 'mind', 'left']",4,"""Left"" is the correct option as it indicates position or direction.",0
A2_alternatives.json,It doesn't _______ to me,"['matter', 'either', 'busy', 'glass']",1,"""Matter"" is the correct option because it is used to express indifference.",0
A2_alternatives.json,She'd like _______ of tea,"['matter', 'a cup', 'busy', 'left']",2,"""A cup"" is the correct option because it is common to serve tea in a cup.",0
A2_alternatives.json,I want a _______ books about engineering,"['busy', 'few', 'glass', 'either']",2,"""Few"" is the correct option as it refers to a small number of books.",0
A2_alternatives.json,I know that lady _______ the middle,"['in', 'over', 'with', 'on']",1,"""In the middle"" is the correct prepositional phrase indicating position.",0
A2_alternatives.json,Do you know that thin man _______ the right?,"['over', 'with', 'on', 'in']",3,"""On the right"" is the correct prepositional phrase indicating position.",0
A2_alternatives.json,I'd like some tea _______ a few minutes,"['on', 'over', 'with', 'in']",4,"""In a few minutes"" is the correct prepositional phrase indicating time.",0
A2_alternatives.json,Who are those people _______ there?,"['on', 'over', 'in', 'with']",2,"""Over there"" is the correct phrase indicating location.",0
A2_alternatives.json,Who is that young boy _______ the left?,"['over', 'on', 'in', 'with']",2,"""On the left"" is the correct prepositional phrase indicating position.",0
A2_alternatives.json,We'd like to talk _______ Mr. Cooper.,"['with', 'on', 'over', 'in']",1,"""With"" is the correct preposition for indicating conversation with someone.",0
A2_alternatives.json,John speaks French _______,"['native', 'fluently', 'several', 'often']",2,"""Fluently"" is the correct adverb indicating a high level of skill in speaking French.",0
A2_alternatives.json,I don't make mistakes _______,"['sometimes', 'often', 'extremely', 'a little']",2,"""Often"" is the correct adverb indicating frequency.",0
A2_alternatives.json,They read Greek _______ well,"['extremely', 'trouble', 'fluently', 'a little']",1,"""Extremely"" is the correct adverb indicating a high degree of skill.",0
A2_alternatives.json,She doesn't have any _______ with grammar,"['a little', 'tongue', 'extremely', 'trouble']",4,"""Trouble"" is the correct noun indicating difficulties or problems.",0
A2_alternatives.json,He makes several _______ in Russian,"['mistakes', 'language', 'pretty', 'trouble']",1,"""Mistakes"" is the correct noun referring to errors. The sentence means he makes several errors in Russian.",0
A2_alternatives.json,I have _______ trouble with spelling,"['often', 'sometimes', 'a lot of', 'pretty']",3,"""A lot of"" is the correct phrase indicating a significant amount of trouble with spelling.",0
A2_alternatives.json,Her _______ is very good,"['tongue', 'languages', 'pretty', 'pronunciation']",4,"""Pronunciation"" is the correct noun referring to the way in which a word is spoken. The sentence means her pronunciation is very good.",0
A2_alternatives.json,_______ I speak German,"['Once in a while', 'Fluently', 'A little', 'Tongue']",1,"""Once in a while"" is the correct phrase indicating infrequency. The sentence means I speak German occasionally.",0
A2_alternatives.json,Spanish is George's _______ language,"['tongue', 'accent', 'native', 'pretty']",3,"""Native"" is the correct adjective indicating the first language learned. The sentence means Spanish is George's first language.",0
A2_alternatives.json,I speak English with a Greek _______,"['pretty', 'accent', 'native', 'tongue']",2,"""Accent"" is the correct noun referring to the way someone pronounces words. The sentence means I speak English with a Greek pronunciation.",0
A2_alternatives.json,Paul _______ Japanese,"['understands', 'read', 'write', 'speak']",1,"""Understands"" is the correct verb indicating comprehension. The sentence means Paul comprehends Japanese.",0
A2_alternatives.json,They _______ Italian very well,"['read', 'understands', 'writes', 'speaks']",1,"""Read"" is the correct verb indicating the ability to interpret written text. The sentence means they can interpret Italian text very well.",0
A2_alternatives.json,He speaks _______ Spanish,"['a little', 'fluently', 'perfectly', 'pretty']",1,"""A little"" is the correct phrase indicating a small amount. The sentence means he speaks a small amount of Spanish.",0
A2_alternatives.json,We understand Arabic _______ well,"['pretty', 'often', 'once in a while', 'tongue']",1,"""Pretty"" is the correct adverb indicating a moderate degree. The sentence means we understand Arabic moderately well.",0
A2_alternatives.json,He's writing to his friend. He's writing to a friend of _______,"['yours', 'theirs', 'his', 'ours']",3,"""His"" is the correct possessive pronoun indicating ownership. The sentence means he is writing to a friend of his.",0
A2_alternatives.json,Martha is her good friend. Martha is a good friend of _______,"['hers', 'his', 'yours', 'theirs']",1,"""Hers"" is the correct possessive pronoun indicating ownership. The sentence means Martha is a good friend of hers.",0
A2_alternatives.json,Those people are their friends. Those people are friends of _______,"['theirs', 'his', 'ours', 'hers']",1,"""Theirs"" is the correct possessive pronoun indicating ownership. The sentence means those people are friends of theirs.",0
A2_alternatives.json,Here is your friend. Here is a friend of _______,"['yours', 'theirs', 'hers', 'his']",1,"""Yours"" is the correct possessive pronoun indicating ownership. The sentence means here is a friend of yours.",0
A2_alternatives.json,Bill is our old friend. Bill is an old friend of _______,"['theirs', 'his', 'yours', 'ours']",4,"""Ours"" is the correct possessive pronoun indicating ownership. The sentence means Bill is an old friend of ours.",0
A2_alternatives.json,What are you _______?,"['absolutely', 'for', 'looking at', 'just']",3,"""Looking at"" is the correct phrasal verb indicating the act of directing one's gaze towards something. The sentence means what are you directing your gaze towards?",0
A2_alternatives.json,Do you want to go with them _______ ?,"['too', 'for', 'looking at', 'sure']",1,"""Too"" is the correct adverb indicating inclusion. The sentence means do you also want to go with them?",0
A2_alternatives.json,He is writing _______ a friend of his,"['just', 'sure', 'to', 'too']",3,"""To"" is the correct preposition indicating direction. The sentence means he is writing a message directed to a friend of his.",0
A2_alternatives.json,We are talking to Mr. Sullivan _______ now,"['looking at', 'absolutely', 'sure', 'just']",4,"""Just"" is the correct adverb indicating the present moment. The sentence means we are currently talking to Mr. Sullivan.",0
A2_alternatives.json,I don't want _______ right now,"['sure', 'anything', 'either', 'too']",2,"""Anything"" is the correct pronoun indicating an indefinite object. The sentence means I do not want any object or thing at the present moment.",0
A2_alternatives.json,"_______, who are you waiting for?","['sure', 'just', 'by the way', 'too']",3,"""By the way"" is a phrase used to introduce a new topic or to ask for additional information. The sentence means ""By the way, who are you waiting for?""",0
A2_alternatives.json,She's doing _______ at the moment,"['something', 'sure', 'just', 'too']",1,"""Something"" is the correct option because it indicates that she is engaged in an activity at the moment.",0
A2_alternatives.json,I'm not _______ of the correct time,"['just', 'sure', 'too', 'anything']",2,"""Sure"" is the correct option as it indicates uncertainty about the correct time. The sentence means ""I'm not certain of the correct time.""",0
A2_alternatives.json,Leo isn't certain _______,"['for', 'either', 'just', 'something']",2,"""Either"" is the correct option because it is used to agree with a negative statement. The sentence means ""Leo isn't certain either.""",0
A2_alternatives.json,They're thinking about the geography lesson _______,"['too', 'for', 'at the moment', 'something']",3,"""At the moment"" is the correct phrase indicating the present time. The sentence means ""They're thinking about the geography lesson currently.""",0
A2_alternatives.json,She's not _______ sure what time she'll come back,"['absolutely', 'sure', 'too', 'anything']",1,"""Absolutely"" is the correct adverb emphasizing certainty. The sentence means ""She's not completely sure what time she'll come back.""",0
A2_alternatives.json,Are you waiting _______ teacher?,"['just', 'sure', 'by the way', 'for']",4,"""For"" is the correct preposition indicating purpose. The sentence means ""Are you waiting for the teacher?""",0
A2_alternatives.json,Is Mr. Jones _______ his sixties?,"['in', 'last', 'about', 'guess']",1,"""In"" is the correct preposition indicating age range. The sentence means ""Is Mr. Jones in his sixties?""",0
A2_alternatives.json,My sister is not _______ fifteen,"['youngest', 'quite', 'next to', 'in']",2,"""Quite"" is the correct adverb indicating the degree. The sentence means ""My sister is not quite fifteen.""",0
A2_alternatives.json,_______ how old he is,"['last', 'about', 'guess', 'what age']",3,"""Guess"" is the correct verb indicating estimation. The sentence means ""Guess how old he is.""",0
A2_alternatives.json,I'd say she's _______ fifty,"['quite', 'his', 'next', 'about']",4,"""About"" is the correct adverb indicating approximation. The sentence means ""I'd say she's approximately fifty.""",0
A2_alternatives.json,How old was he on his _______ birthday?,"['next to', 'last', 'his', 'many']",2,"""Last"" is the correct adjective indicating the most recent. The sentence means ""How old was he on his most recent birthday?""",0
A2_alternatives.json,John is in _______ teens,"['youngest', 'about', 'his', 'in']",3,"""His"" is the correct possessive pronoun indicating ownership. The sentence means ""John is in his teens.""",0
A2_alternatives.json,He's going to be thirty-nine on his _______ birthday,"['altogether', 'what age', 'many', 'next']",4,"""Next"" is the correct adjective indicating the upcoming one. The sentence means ""He's going to be thirty-nine on his next birthday.""",0
A2_alternatives.json,I'm the _______ in my family,"['youngest', 'next to', 'about', 'last']",1,"""Youngest"" is the correct adjective indicating the one with the least age. The sentence means ""I'm the youngest in my family.""",0
A2_alternatives.json,There are eight of us _______,"['what age', 'altogether', 'next', 'many']",2,"""Altogether"" is the correct adverb indicating the total number. The sentence means ""There are eight of us in total.""",0
A2_alternatives.json,How _______ are there in your class?,"['quite', 'youngest', 'many', 'about']",3,"""Many"" is the correct determiner indicating quantity. The sentence means ""How many are there in your class?""",0
A2_alternatives.json,We'd like to know _______ he is,"['what age', 'altogether', 'guess', 'many']",1,"""What age"" is the correct phrase indicating a request for specific information about age. The sentence means ""We'd like to know what age he is.""",0
A2_alternatives.json,She's the _______ youngest in our class,"['quite', 'altogether', 'about', 'next to']",4,"""Next to"" is the correct phrase indicating the position relative to others. The sentence means ""She's the one right before the youngest in our class.""",0
A2_alternatives.json,I go to bed at _______ midnight,"['about', 'breakfast', 'until', 'some']",1,"""About"" is the correct preposition indicating approximation. The sentence means ""I go to bed at approximately midnight.""",0
A2_alternatives.json,He _______ has orange juice every day,"['light', 'usually', 'the telephone', 'wakes']",2,"""Usually"" is the correct adverb indicating a habitual action. The sentence means ""He usually has orange juice every day.""",0
A2_alternatives.json,Frank _______ up at 7 o'clock on Monday,"['wakes', 'the radio', 'breakfast', 'eating']",1,"""Wakes"" is the correct verb indicating the action of getting up. The sentence means ""Frank wakes up at 7 o'clock on Monday.""",0
A2_alternatives.json,We talk on _______ every day,"['until', 'breakfast', 'buttered', 'the telephone']",4,"""The telephone"" is the correct noun indicating the device used for communication. The sentence means ""We talk on the telephone every day.""",0
A2_alternatives.json,They finish _______ at 8:30 p.m,"['eating', 'breakfast', 'television', 'light']",1,"""Eating"" is the correct verb indicating the action of consuming food. The sentence means ""They finish eating at 8:30 p.m.""",0
A2_alternatives.json,We watch _______ much later than you do,"['buttered', 'usually', 'television', 'some']",3,"""Television"" is the correct noun indicating the device used for watching shows. The sentence means ""We watch television much later than you do.""",0
A2_alternatives.json,"After dinner, they listen to _______ for a while","['the radio', 'buttered', 'usually', 'light']",1,"""The radio"" is the correct noun indicating the device used for listening to programs. The sentence means ""After dinner, they listen to the radio for a while.""",0
A2_alternatives.json,She has _______ at the same time every day,"['buttered', 'the radio', 'light', 'breakfast']",4,"""Breakfast"" is the correct noun indicating the morning meal. The sentence means ""She has breakfast at the same time every day.""",0
A2_alternatives.json,My uncle has a _______ lunch on Tuesday,"['the telephone', 'light', 'television', 'until']",2,"""Light"" is the correct adjective indicating a small or not heavy meal. The sentence means ""My uncle has a light lunch on Tuesday.""",0
A2_alternatives.json,"I'd like some _______ toast, please","['buttered', 'until', 'about', 'usually']",1,"""Buttered"" is the correct adjective indicating toast with butter on it. The sentence means ""I'd like some buttered toast, please.""",0
A2_alternatives.json,"Sometimes, he works _______ 9:45 p.m","['the radio', 'some', 'until', 'usually']",3,"""Until"" is the correct preposition indicating the time up to which he works. The sentence means ""Sometimes, he works until 9:45 p.m.""",0
A2_alternatives.json,_______ days we go out for lunch at about 12:30,"['some', 'the radio', 'buttered', 'light']",1,"""Some"" is the correct adjective indicating an indefinite quantity of days. The sentence means ""Some days we go out for lunch at about 12:30.""",0
A2_alternatives.json,She worked from early morning _______ late at night,"['until', 'sharp', 'wife', 'woke']",1,"""Until"" is the correct preposition indicating the time up to which she worked. The sentence means ""She worked from early morning until late at night.""",0
A2_alternatives.json,It is _______ one o'clock,"['close', 'around', 'noon', 'immediately']",2,"""Around"" is the correct preposition indicating an approximate time. The sentence means ""It is around one o'clock.""",0
A2_alternatives.json,They went home _______ after work,"['wife', 'close', 'immediately', 'sort']",3,"""Immediately"" is the correct adverb indicating the action happening without delay. The sentence means ""They went home immediately after work.""",0
A2_alternatives.json,Jonathan was here at _______ for lunch,"['soundly', 'sharp', 'around', 'noon']",4,"""Noon"" is the correct noun indicating 12:00 p.m. The sentence means ""Jonathan was here at noon for lunch.""",0
A2_alternatives.json,We went to bed _______ to 11:30 p.m.,"['noon', 'close', 'around', 'immediately']",2,"""Close"" is the correct adjective indicating proximity to a certain time. The sentence means ""We went to bed close to 11:30 p.m.""",0
A2_alternatives.json,Did you sleep _______ last night?,"['immediately', 'sharp', 'soundly', 'noon']",3,"""Soundly"" is the correct adverb indicating a good quality of sleep. The sentence means ""Did you sleep soundly last night?""",0
A2_alternatives.json,I read books and magazines all _______ yesterday,"['sharp', 'wife', 'immediately', 'day']",4,"""Day"" is the correct noun indicating the entire period of daylight. The sentence means ""I read books and magazines all day yesterday.""",0
A2_alternatives.json,She was here at ten o'clock _______,"['sharp', 'woke', 'soundly', 'wife']",1,"""Sharp"" is the correct adjective indicating exactly at the stated time. The sentence means ""She was here at ten o'clock sharp.""",0
A2_alternatives.json,What _______ of lunch do you want?,"['woke', 'immediately', 'sort', 'wife']",3,"""Sort"" is the correct noun indicating a type or kind. The sentence means ""What sort of lunch do you want?""",0
A2_alternatives.json,He _______ up late yesterday,"['wife', 'soundly', 'around', 'woke']",4,"""Woke"" is the correct verb indicating the action of getting up from sleep. The sentence means ""He woke up late yesterday.""",0
A2_alternatives.json,I'll meet you at exactly two _______,"[""o'clock"", 'sharp', 'wife', 'immediately']",1,"""O'clock"" is the correct noun indicating the hour of the day. The sentence means ""I'll meet you at exactly two o'clock.""",0
A2_alternatives.json,My _______ makes breakfast for our daughters,"['wife', 'sharp', 'immediately', 'woke']",1,"""Wife"" is the correct noun indicating the speaker's spouse. The sentence means ""My wife makes breakfast for our daughters.""",0
A2_alternatives.json,What _______ did you talk about yesterday?,"['subjects', 'finally', 'single', 'different']",1,"""Subjects"" is the correct noun indicating the topics of conversation. The sentence means ""What subjects did you talk about yesterday?""",0
A2_alternatives.json,I asked him _______ he knew Jim Stone,"['on', 'if', 'all', 'different']",2,"""If"" is the correct conjunction used to introduce a question. The sentence means ""I asked him if he knew Jim Stone.""",0
A2_alternatives.json,Where _______ you go last week?,"['single', 'on', 'did', ""didn't""]",3,"""Did"" is the correct auxiliary verb used to form the past tense question. The sentence means ""Where did you go last week?""",0
A2_alternatives.json,We saw a _______ things there,"['subjects', 'a few', 'before', 'lot of']",4,"""Lot of"" is the correct phrase indicating a large quantity. The sentence means ""We saw a lot of things there.""",0
A2_alternatives.json,They answered several _______ questions,"['different', 'finally', 'if', 'lot of']",1,"""Different"" is the correct adjective indicating a variety. The sentence means ""They answered several different questions.""",0
A2_alternatives.json,Nancy said she'd rather have tea if I _______ mind,"['visited', ""didn't"", 'lot of', 'on']",2,"""Didn't"" is the correct contraction of ""did not"" used to form a negative sentence. The sentence means ""Nancy said she'd rather have tea if I didn't mind.""",0
A2_alternatives.json,We went to call _______ a friend last night,"['lot of', 'a few', 'on', 'finally']",3,"""On"" is the correct preposition used in the phrase ""call on"" meaning to visit. The sentence means ""We went to call on a friend last night.""",0
A2_alternatives.json,I answered every _______ one of those questions,"['all', 'subjects', 'a few', 'single']",4,"""Single"" is the correct adjective indicating each one individually. The sentence means ""I answered every single one of those questions.""",0
A2_alternatives.json,Jim _______ Ed in the hospital last year,"['subjects', 'if', 'visited', 'different']",3,"""Visited"" is the correct verb indicating the action of going to see someone. The sentence means ""Jim visited Ed in the hospital last year.""",0
A2_alternatives.json,He knew _______ those people,"['before', 'a few', 'different', 'visited']",2,"""A few"" is the correct phrase indicating a small number. The sentence means ""He knew a few of those people.""",0
A2_alternatives.json,She made breakfast the day _______ yesterday,"['before', 'single', 'on', 'lot of']",1,"""Before"" is the correct preposition indicating the day preceding yesterday. The sentence means ""She made breakfast the day before yesterday.""",0
A2_alternatives.json,They asked almost _______ of the questions in the book,"['all', 'single', 'finally', 'if']",1,"""All"" is the correct pronoun indicating the entirety. The sentence means ""They asked almost all of the questions in the book.""",0
A2_alternatives.json,"_______, I said I'd come","['on', 'subjects', 'a few', 'finally']",4,"""Finally"" is the correct adverb indicating the end of a process. The sentence means ""Finally, I said I'd come.""",0
A2_alternatives.json,It is _______ six o'clock,"['nearly', 'quite', 'used', 'companions']",1,"""Nearly"" is the correct adverb indicating an approximate time. The sentence means ""It is nearly six o'clock.""",0
A2_alternatives.json,She leaves the office _______ to seven o'clock,"['watch', 'close', 'friend', 'rarely']",2,"""Close"" is the correct adjective indicating proximity in time. The sentence means ""She leaves the office close to seven o'clock.""",0
A2_alternatives.json,They dressed _______ morning,"['close', 'used', 'every', 'friend']",3,"""Every"" is the correct adjective indicating all instances. The sentence means ""They dressed every morning.""",0
A2_alternatives.json,John has an interesting _______,"['used', 'close', 'watch', 'friend']",4,"""Friend"" is the correct noun indicating a person with whom one has a bond of mutual affection. The sentence means ""John has an interesting friend.""",0
A2_alternatives.json,We _______ to go to the movies with them all the time,"['nearly', 'close', 'used', 'friend']",3,"""Used"" is the correct verb indicating a habitual action in the past. The sentence means ""We used to go to the movies with them all the time.""",0
A2_alternatives.json,I _______ have time to read,"['watch', 'rarely', 'companions', 'close']",2,"""Rarely"" is the correct adverb indicating infrequency. The sentence means ""I rarely have time to read.""",0
A2_alternatives.json,That young boy has many _______,"['companions', 'watch', 'nearly', 'friend']",1,"""Companions"" is the correct noun indicating friends or associates. The sentence means ""That young boy has many companions.""",0
A2_alternatives.json,You almost always _______ television,"['watch', 'friend', 'companions', 'close']",1,"""Watch"" is the correct verb indicating the action of viewing. The sentence means ""You almost always watch television.""",0
A2_alternatives.json,Jack goes to work _______ early in the morning,"['companions', 'nearly', 'used', 'quite']",4,"""Quite"" is the correct adverb indicating a significant degree. The sentence means ""Jack goes to work quite early in the morning.""",0
A2_alternatives.json,I live _______ Washington Street,"['on', 'at', 'in', 'to']",1,"""On"" is the correct preposition indicating location along a street. The sentence means ""I live on Washington Street.""",0
A2_alternatives.json,Mr. Smith lives _______ 1203 Washington Street,"['on', 'at', 'in', 'to']",2,"""At"" is the correct preposition indicating a specific address. The sentence means ""Mr. Smith lives at 1203 Washington Street.""",0
A2_alternatives.json,My brother lives _______ Jones Boulevard,"['at', 'to', 'on', 'in']",3,"""On"" is the correct preposition indicating location along a boulevard. The sentence means ""My brother lives on Jones Boulevard.""",0
A2_alternatives.json,My father and mother live _______ University Drive,"['in', 'at', 'to', 'on']",4,"""On"" is the correct preposition indicating location along a drive. The sentence means ""My father and mother live on University Drive.""",0
A2_alternatives.json,Do you live _______ 9601 Miller Lane?,"['in', 'at', 'on', 'to']",2,"""At"" is the correct preposition indicating a specific address. The sentence means ""Do you live at 9601 Miller Lane?""",0
A2_alternatives.json,I go _______ the movies every week,"['on', 'to', 'in', 'at']",2,"""To"" is the correct preposition indicating direction towards a destination. The sentence means ""I go to the movies every week.""",0
A2_alternatives.json,"You live here _______ the city, don't you?","['in', 'on', 'to', 'at']",1,"""In"" is the correct preposition indicating location within a city. The sentence means ""You live here in the city, don't you?""",0
A2_alternatives.json,Are you going _______ the restaurant?,"['on', 'in', 'at', 'to']",4,"""To"" is the correct preposition indicating direction towards a destination. The sentence means ""Are you going to the restaurant?""",0
A2_alternatives.json,Yes. I'm going _______ the restaurant _______ Washington Street,"['in, at', 'to, on', 'on, in', 'at, to']",2,"""To"" and ""on"" are the correct prepositions indicating direction towards a destination and location along a street. The sentence means ""Yes. I'm going to the restaurant on Washington Street.""",0
A2_alternatives.json,How long have you lived _______ New York?,"['on', 'to', 'in', 'at']",3,"""In"" is the correct preposition indicating location within a city. The sentence means ""How long have you lived in New York?""",0
A1_alternatives.json,"_______ well, thanks.","['bad', 'pretty', 'very', 'fine']",3,Option 3 (very) is correct. 'Very well' is a common response to 'How are you?' or similar questions.,0
A1_alternatives.json,How are you _______ evening?,"['today', 'this', 'tonight', 'the']",2,Option 2 (this) is correct. 'This evening' is a common phrase used to refer to the current evening.,0
A1_alternatives.json,"How _______ you, Mr. Green?","['do', 'have', 'are', 'is']",3,Option 3 (are) is correct. 'How are you?' is the standard way to ask how someone is doing.,0
A1_alternatives.json,"Bill and Helen _______ very well, thank you","['do', 'is', 'feels', 'are']",4,Option 4 (are) is correct. 'Bill and Helen are very well' uses 'are' for the plural subject.,0
